path,label,label_encoded,entropy,fractal_dim,gabor_mean_1,gabor_mean_2,gabor_mean_3,gabor_mean_4,gabor_mean_5,gabor_mean_6,gabor_mean_7,gabor_mean_8,gabor_var_1,gabor_var_2,gabor_var_3,gabor_var_4,gabor_var_5,gabor_var_6,gabor_var_7,gabor_var_8,glcm_contrast,glcm_energy,glcm_homogeneity,hist_bin_0,hist_bin_1,hist_bin_10,hist_bin_11,hist_bin_12,hist_bin_13,hist_bin_14,hist_bin_15,hist_bin_2,hist_bin_3,hist_bin_4,hist_bin_5,hist_bin_6,hist_bin_7,hist_bin_8,hist_bin_9,kurtosis,lbp_bin_0,lbp_bin_1,lbp_bin_2,lbp_bin_3,lbp_bin_4,lbp_bin_5,lbp_bin_6,lbp_bin_7,lbp_bin_8,lbp_bin_9,mean,skew,std
C:\new project2\OS Collected Data\Normal\Normal 100.jpg,Normal,1,6.79542643642507,1.45285536593915,30.567767439151,260.305112396391,17.9977381138224,115.952736512307,58.8841769031501,445.633315671746,16.6243650948722,100.293214901357,4407.17804365376,253637.275229627,621.598788034046,33430.7847723936,37877.7204507625,1463330.86960349,577.195885277475,23782.6891379616,0.183393661692618,0.207457544971582,0.951357394842128,0.341094970703125,0.070648193359375,0.0723114013671875,0.068878173828125,0.0631103515625,0.0345611572265625,0.0095977783203125,0.003082275390625,0.066802978515625,0.0517730712890625,0.043426513671875,0.0334320068359375,0.0200958251953125,0.021759033203125,0.0379791259765625,0.0614471435546875,1.6028106149851,0.03270562,0.07622009,0.05984971,0.218605,0.6129664,0.456686,0.1415386,0.100808,0.5555362,0.1365461,80.7783203125,0.425353874622643,77.8064612839126
C:\new project2\OS Collected Data\Normal\Normal 101.jpg,Normal,1,6.75237063289657,1.42759322165409,37.8771144005565,331.8420848643,17.6462315199282,110.443702492118,51.7445679400129,395.538102012802,17.5808225619912,112.751896454109,5863.69019527036,359209.559291877,638.317233365296,30401.4844882789,28840.86729116,1121726.77163179,593.980753461376,30602.0840004655,0.193622615099962,0.235717451988487,0.945869183534321,0.400527954101562,0.053497314453125,0.06646728515625,0.0823822021484375,0.0396575927734375,0.0129547119140625,0.0019989013671875,4.57763671875e-05,0.0465850830078125,0.040313720703125,0.034149169921875,0.03839111328125,0.05029296875,0.0436553955078125,0.041656494140625,0.04742431640625,1.66513798404372,0.04758938,0.09312044,0.06736159,0.2075643,0.5447905,0.393199,0.1204714,0.1187528,0.6600977,0.1603013,73.2759246826172,0.481510578490312,72.4903124735738
C:\new project2\OS Collected Data\Normal\Normal 102.jpg,Normal,1,6.71397748446295,1.47570985709765,23.8204117290692,185.39418895408,23.4087542478761,169.716080971759,51.1428501400782,387.29650332274,15.306142565569,91.4448420256999,1662.32031215107,68281.4835194713,1564.58066227887,82104.0420184436,28149.6928974858,1088156.44047532,480.565934117254,22743.3013797379,0.182746629901961,0.240036627600862,0.946885361099097,0.423019409179688,0.0357208251953125,0.066009521484375,0.07830810546875,0.0329742431640625,0.0167388916015625,0.00238037109375,7.62939453125e-05,0.0580291748046875,0.04052734375,0.037445068359375,0.0398101806640625,0.034942626953125,0.0427093505859375,0.0394134521484375,0.0518951416015625,1.72828120678875,0.03924371,0.08452749,0.05150688,0.2136807,0.6343089,0.3926934,0.1153121,0.1129176,0.5815368,0.1490446,71.9129943847656,0.545917313191335,71.9239219698349
C:\new project2\OS Collected Data\Normal\Normal 105.jpg,Normal,1,6.17255392680246,1.43874532919367,50.0671634414041,450.73915558357,17.1215069131995,124.66644655441,62.7980607898018,488.173513059632,14.9687303191959,99.609189841346,25260.7574997783,854574.427171379,983.286951141698,54812.1645873084,41046.5555685733,1488290.63243769,573.550453678408,30142.3483137641,0.270522139922145,0.311387382705225,0.948323388597678,0.481796264648438,0.06365966796875,0.040771484375,0.0612030029296875,0.0619049072265625,0.0459442138671875,0.0111541748046875,0.0015106201171875,0.0492706298828125,0.0220184326171875,0.02569580078125,0.0318450927734375,0.0324249267578125,0.01873779296875,0.0184326171875,0.03363037109375,1.94687513498854,0.02179099,0.05907478,0.03927287,0.1688651,0.5233749,0.3627302,0.1005564,0.07962561,0.7312512,0.09645122,66.6438293457031,0.769127937908261,79.5529461956612
C:\new project2\OS Collected Data\Normal\Normal 106.jpg,Normal,1,7.12904858541323,1.49414974499458,31.9188143856216,287.799046744799,20.1887480331676,133.582858377021,63.5475496988707,494.190774427971,17.4841380178645,103.155044739501,3428.99104184487,262695.524788401,655.320630231114,33113.8710175318,39729.755003205,1536225.33370576,518.33841413856,22625.5200362323,0.208937833405421,0.185272934494032,0.944893975645814,0.33935546875,0.03955078125,0.0688018798828125,0.0618896484375,0.040496826171875,0.0180511474609375,0.0042877197265625,0.000335693359375,0.0550384521484375,0.049835205078125,0.0549774169921875,0.0413970947265625,0.0404052734375,0.046630859375,0.06781005859375,0.071136474609375,1.62876451506054,0.0484232,0.1036049,0.08000895,0.2735713,0.6168445,0.464123,0.1582842,0.1324713,0.4866682,0.1741347,80.5880126953125,0.325466538966551,71.0767010636059
C:\new project2\OS Collected Data\Normal\Normal 107.jpg,Normal,1,6.80991100687473,1.494371148511,35.1976798998387,260.080051898468,24.608520207667,162.400973719821,62.5252673913227,480.200469300381,19.0996904160714,114.50675922461,4274.81811894289,203154.743580528,1499.73565420643,65262.3363693747,35219.9142163446,1326636.44089109,949.023206296716,40158.3234731924,0.232698526408112,0.223380997923738,0.937547592014747,0.388809204101562,0.0565338134765625,0.063751220703125,0.0627288818359375,0.057464599609375,0.02081298828125,0.006744384765625,0.0002593994140625,0.04156494140625,0.0482330322265625,0.0377044677734375,0.030487060546875,0.0494842529296875,0.0445709228515625,0.0371246337890625,0.0537261962890625,1.68485098212047,0.06143925,0.1080195,0.07479972,0.2227315,0.5698635,0.3755776,0.1292931,0.1365597,0.6279676,0.1839597,75.7280120849609,0.477847568179929,74.4925392003238
C:\new project2\OS Collected Data\Normal\Normal 108.jpg,Normal,1,6.89821807243216,1.48400356454486,40.3626038020953,383.915453348625,19.1019888498904,121.110151685678,71.8367332556665,547.54520142232,19.7432061058891,119.607506945532,8419.48648731861,743708.567149422,789.991780795479,38165.5981625633,53810.9752143819,2029650.41265193,925.083773587088,40506.9756238987,0.261587715662245,0.209544544845551,0.940173487568026,0.355499267578125,0.0675506591796875,0.0550994873046875,0.0535736083984375,0.0608978271484375,0.0595855712890625,0.0128936767578125,0.0035858154296875,0.0576934814453125,0.05908203125,0.044281005859375,0.0318756103515625,0.03271484375,0.033966064453125,0.0315093994140625,0.040191650390625,1.73194886288957,0.04327129,0.09409171,0.06335995,0.2249809,0.5692728,0.4056287,0.1329167,0.1202188,0.6227153,0.16169,79.8674774169922,0.523418024189534,78.7005366709127
C:\new project2\OS Collected Data\Normal\Normal 109.jpg,Normal,1,3.04345027883886,1.47405980337167,35.0479621975386,268.736584231877,6.26908375973171,34.262918619914,7.49309301873584,51.4431309121187,7.17554759964657,40.3396695787236,13409.5819124556,529597.960119718,292.561655971553,8261.76623663294,1179.62602568542,50564.7261912653,473.93809561964,12843.3979488685,0.0786762453143022,0.622199667339006,0.975858825653423,0.769393920898438,0.0199737548828125,0.0289459228515625,0.0167999267578125,0.0229949951171875,0.0108489990234375,0.0007476806640625,6.103515625e-05,0.022003173828125,0.01263427734375,0.01727294921875,0.0111236572265625,0.01165771484375,0.0149078369140625,0.020416259765625,0.0202178955078125,5.37664934514262,0.009841525,0.02474016,0.01152158,0.04081459,0.1643972,0.1330051,0.02032568,0.02431633,0.9750084,0.03361368,29.8252258300781,1.96408537637618,58.2890870749588
C:\new project2\OS Collected Data\Normal\Normal 110.jpg,Normal,1,7.15403470635291,1.44447762398725,29.415505673468,244.243215239155,19.3614551290772,135.180575697665,70.3911652392321,561.023078365065,17.2579248555189,108.483222929154,2924.36443064686,162625.599223513,1083.00404659227,55193.0545660945,44877.5382635307,1712162.3962786,677.949701266997,31627.9441250314,0.217363198649558,0.167491912977525,0.944702585808629,0.308807373046875,0.0327301025390625,0.06494140625,0.06817626953125,0.04888916015625,0.012603759765625,0.0037078857421875,3.0517578125e-05,0.07861328125,0.0733184814453125,0.0744476318359375,0.037445068359375,0.0345916748046875,0.0689239501953125,0.0411376953125,0.0516357421875,1.74945176241317,0.04678691,0.1014168,0.06533545,0.244088,0.6368077,0.4703794,0.1545576,0.1381058,0.4700303,0.1816794,80.2252349853516,0.405437334610654,68.9391349160925
C:\new project2\OS Collected Data\Normal\Normal 113.jpg,Normal,1,4.48077525305748,1.55688477529625,44.8232666804813,336.328521731548,11.0226706470685,58.1955606972801,9.88205381679608,54.6618862683614,9.36398487466085,48.807508924125,12293.5455205896,467226.891562972,706.68664852142,17990.9687780983,1187.7719306436,31819.3350595277,554.168164679508,14132.7067489753,0.10334066224529,0.539146392360459,0.963864700797598,0.72222900390625,0.0091552734375,0.0291595458984375,0.0620269775390625,0.0345611572265625,0.0233306884765625,0.00665283203125,0.0001983642578125,0.0113983154296875,0.01104736328125,0.009735107421875,0.0090484619140625,0.0124664306640625,0.0164337158203125,0.024993896484375,0.0175628662109375,3.19092296295332,0.01823182,0.04810577,0.0180865,0.06938761,0.237177,0.1646363,0.02897478,0.05272859,0.9483246,0.07690515,46.0351409912109,1.3839284386611,71.0742984664581
